Architecture,Memory_MB,Workers,Stage,Example,Executions,Compute_Time_s,Energy_J,Cost_dollars
x86,2048,20,stage3,video,12,9.258588155110678e-06,8175.566284443934,6.1736265818278005e-06
x86,2048,24,stage3,video,12,6.556510925292969e-06,8819.351258426905,5.246257781982422e-06
x86,2048,28,stage3,video,12,7.450580596923828e-06,10965.133687858186,6.955265998840333e-06
x86,512,4,stage1,video,7,15.969448787825447,2638.215002136912,0.5324214225861005
x86,512,5,stage1,video,7,12.893823160443986,2745.3079729509354,0.5373500802115031
x86,512,6,stage1,video,8,10.828349843621254,2952.2147396403557,0.541525775679499
x86,512,7,stage1,video,8,9.29911010180201,3160.3382986751194,0.5425565788896382
x86,512,8,stage1,video,8,8.201494563370943,3365.6627152246238,0.5468756574855745
x86,512,9,stage1,video,8,7.336528387334612,3556.8728122553234,0.5503496769759059
x86,512,10,stage1,video,7,6.612675632749285,3692.523047263282,0.551166513989653
x86,512,12,stage1,video,7,5.544069292999449,4037.841432081291,0.554517810685805
x86,512,16,stage1,video,8,4.22388076223433,4948.181724367141,0.5632967384515704
x86,512,20,stage1,video,8,3.4475102230906485,5567.751242547036,0.5746999541892112
x86,512,24,stage1,video,8,2.9263797874252,6498.800916692018,0.585393012676537
x86,512,28,stage1,video,8,2.551493382879666,7206.618778380156,0.5954675256964564
x86,2048,4,stage0,video,12,5.900859832763672e-06,1284.8608951622248,7.869386672973634e-07
x86,2048,5,stage0,video,12,6.179014841715495e-06,1710.2038352139293,1.0300417741139732e-06
x86,2048,6,stage0,video,12,5.880991617838542e-06,2054.2880664074423,1.176433563232422e-06
x86,2048,7,stage0,video,12,6.536642710367839e-06,2450.338282043288,1.5255216757456465e-06
x86,2048,8,stage0,video,12,6.397565205891927e-06,2780.5618291151522,1.7063585917154948e-06
x86,2048,9,stage0,video,12,6.318092346191406e-06,3083.366493193209,1.8958067893981937e-06
x86,2048,10,stage0,video,12,6.377696990966797e-06,3540.73497209549,2.1263241767883305e-06
x86,2048,12,stage0,video,12,6.059805552164714e-06,3764.357518516182,2.424407005310059e-06
x86,2048,16,stage0,video,12,6.4373016357421875e-06,5534.891762598355,3.433914184570313e-06
x86,2048,20,stage0,video,12,6.059805552164714e-06,6898.058191522956,4.0406783421834315e-06
x86,2048,24,stage0,video,12,6.4373016357421875e-06,7918.650386626721,5.15087127685547e-06
x86,2048,28,stage0,video,12,6.059805552164714e-06,9666.578676402172,5.656949679056805e-06
x86,2048,4,stage0,video,8,42.15748178958893,16903.84182498932,5.62212177145958
x86,2048,5,stage0,video,8,38.87210550904274,22919.39595683962,6.4799799883574245
x86,2048,6,stage0,video,8,40.645578026771545,25570.11640154958,8.13074142847538
x86,2048,7,stage0,video,8,44.01278659701347,29405.08334161073,10.271704136011007
x86,2048,8,stage0,video,8,41.030883967876434,35068.8516508007,10.943757371912003
x86,2048,9,stage0,video,8,41.165538519620895,39459.00019754827,12.352131488197447
x86,2048,10,stage0,video,8,40.40676525235176,43188.50403213203,13.47161553513408
x86,2048,12,stage0,video,9,38.81668236520555,54572.57912852286,15.529778280671438
x86,2048,16,stage0,video,8,38.86286959052086,73518.36692171097,20.73100915436745
x86,2048,20,stage0,video,8,36.360018610954285,95822.23006498217,24.244860409784316
x86,2048,24,stage0,video,8,36.64630380272865,118420.90305303811,29.32290645079136
x86,2048,28,stage0,video,8,41.628512024879456,127452.63153545381,38.86104854546547
x86,2048,4,stage2,ml,13,1.9190819080059345,1800.2636809402245,0.25592876325167147
x86,2048,5,stage2,ml,14,1.8861471108027867,2293.397126241752,0.3144207233708246
x86,2048,6,stage2,ml,13,1.8868216673533122,2726.7095064981168,0.37743980633735663
x86,2048,7,stage2,ml,14,1.8490820247299817,3179.7783771472323,0.4315387629314832
x86,2048,8,stage2,ml,15,1.8472521742184957,3674.024527863661,0.4926990999075572
x86,2048,9,stage2,ml,14,1.818738961976672,4231.928751267365,0.5457308129307202
x86,2048,10,stage2,ml,14,1.8238087943622043,4712.484939806972,0.608057852040359
x86,2048,12,stage2,ml,15,1.7888857536845737,5928.80338284858,0.7156974123341242
x86,2048,16,stage2,ml,15,1.7156648457050323,8367.714571466127,0.9152042552928925
x86,2048,20,stage2,ml,15,1.6767485944430034,11020.394002428531,1.1180559627745947
x86,2048,24,stage2,ml,13,1.6875710028868456,13934.50654605242,1.3503268136699385
x86,2048,28,stage2,ml,14,1.666737975514665,17138.455004693267,1.5559332349024504
ARM,2048,4,stage3,ml,19,1.1010069901312192,715.6922991031728,0.1174994659868037
ARM,2048,5,stage3,ml,19,1.0962008746054115,885.0254315340355,0.1462331966723619
ARM,2048,6,stage3,ml,17,1.1326084948450388,1076.3972025535465,0.18130796785479378
ARM,2048,7,stage3,ml,22,1.1673718260962866,1250.3551048441846,0.2180183622417425
ARM,2048,8,stage3,ml,10,1.1438978848864287,1410.472935544701,0.24415356455015932
ARM,2048,9,stage3,ml,13,1.180811888821121,1592.8267021554984,0.2835365507437276
ARM,2048,10,stage3,ml,15,1.2949139851785865,1843.9203716798363,0.3454830512456469
ARM,2048,12,stage3,ml,16,1.2566378258754602,2161.8278623549727,0.4023251663322873
ARM,2048,16,stage3,ml,12,1.3609618725493142,2920.7583739923307,0.5809674041538513
ARM,2048,20,stage3,ml,24,1.3706697679946405,3854.1864509790184,0.7313893882019401
ARM,2048,24,stage3,ml,11,1.5661722934604478,4798.79882460654,1.002851442948594
ARM,2048,28,stage3,ml,10,1.540043957749304,5741.894670721366,1.15047443819704
ARM,2048,4,stage1,video,11,4.162434339523315,1224.0946158073166,0.4442149927139282
ARM,2048,5,stage1,video,12,4.142820771535238,1571.7092760364217,0.5526522909228007
ARM,2048,6,stage1,video,10,3.0598387479782105,1509.2816493439673,0.489818986776352
ARM,2048,7,stage1,video,9,2.3847965929243298,1493.7441569182608,0.4453846116945478
ARM,2048,8,stage1,video,13,2.4264979660511017,1766.3825424946272,0.5179117258739472
ARM,2048,9,stage1,video,10,2.054611333211263,1790.1623753046988,0.49335327333068846
ARM,2048,10,stage1,video,9,2.0426853312386406,2020.8067765182918,0.5449884463744693
ARM,2048,12,stage1,video,9,1.4183694830647222,1941.245358075036,0.4541051736980014
ARM,2048,16,stage1,video,12,1.1534463117520015,2393.2010927756623,0.4923831615606944
ARM,2048,20,stage1,video,11,0.9456932533871044,2761.3737353173165,0.5046219200073588
ARM,2048,24,stage1,video,10,0.7343060155709584,2969.4274338221553,0.4701908278903961
ARM,2048,28,stage1,video,11,0.7245153320300115,3666.1139885252173,0.5412419336396997
x86,2048,4,stage1,video,12,9.08970832824707e-06,1713.076791606198,1.2122035026550294e-06
x86,2048,5,stage1,video,12,9.187062581380208e-06,2348.8887636383374,1.531483332316081e-06
x86,2048,6,stage1,video,12,8.834732903374566e-06,2762.7564914612967,1.7672999699910484e-06
x86,2048,7,stage1,video,12,1.0354178292410715e-05,3644.0702711507674,2.4164581298828126e-06
x86,2048,8,stage1,video,12,1.1672576268513998e-05,4365.132749492526,3.1133095423380534e-06
x86,2048,9,stage1,video,12,1.0737666377314815e-05,4786.551759366244,3.221944173177084e-06
x86,2048,10,stage1,video,12,1.0895729064941407e-05,5098.663856424292,3.632636070251465e-06
x86,2048,12,stage1,video,12,1.0960631900363498e-05,6299.88097028921,4.3851296106974285e-06
x86,2048,16,stage1,video,12,1.2560437122980753e-05,9165.035732327302,6.700239578882853e-06
x86,2048,20,stage1,video,12,1.0797381401062012e-05,10858.859549985926,7.19969391822815e-06
x86,2048,24,stage1,video,12,1.0776023070017496e-05,12803.748303071905,8.6225426197052e-06
x86,2048,28,stage1,video,12,1.0344244184948149e-05,14883.29649685969,9.656558831532797e-06
x86,512,4,stage,pi,10,42.04422751069069,27353.935582930324,1.4017545452064275
x86,512,5,stage,pi,10,32.84837191581726,26144.51129378503,1.3689558995916846
x86,512,6,stage,pi,10,28.023964953422546,29596.68354335857,1.4014784873206616
x86,512,7,stage,pi,10,23.231273211751667,27638.663434498907,1.3554286355396512
x86,512,8,stage,pi,10,20.888329508900643,30459.784243783954,1.392833811653495
x86,512,9,stage,pi,10,18.575043442514207,31236.547841366584,1.3934068838402036
x86,512,10,stage,pi,10,17.641019370555878,36797.668818510414,1.4703789645358325
x86,512,12,stage,pi,10,15.017554891109466,40194.683309393586,1.502055840208769
x86,512,16,stage,pi,10,10.799733284115792,40022.56871755677,1.4402524307696822
x86,512,20,stage,pi,10,8.922431876659394,45755.869951032226,1.487369393839121
x86,512,24,stage,pi,10,7.491845891873042,51045.33226331692,1.4986688522102836
x86,512,28,stage,pi,10,6.311929251466479,53702.23113983792,1.4730780487072468
ARM,2048,4,stage2,ml,19,1.5744276300978135,838.8727308474645,0.16802291668403863
ARM,2048,5,stage2,ml,19,1.569446083343317,1052.3340021960232,0.2093641075179985
ARM,2048,6,stage2,ml,17,1.5650083747674381,1253.214911929814,0.2505265406327715
ARM,2048,7,stage2,ml,22,1.5307747376438354,1475.140697567167,0.2858874900023627
ARM,2048,8,stage2,ml,10,1.5429834920460714,1692.8652626217936,0.32933439654231345
ARM,2048,9,stage2,ml,13,1.550397980891855,1952.0916753919892,0.3722815631717522
ARM,2048,10,stage2,ml,15,1.586303501635804,2197.04897773755,0.4232257742364325
ARM,2048,12,stage2,ml,16,1.5578076684241597,2718.672156777319,0.4987477031226789
ARM,2048,16,stage2,ml,12,1.5532906932688426,3815.8670407224813,0.6630687311426036
ARM,2048,20,stage2,ml,24,1.5488188231088422,5059.121505488535,0.8264497240108782
ARM,2048,24,stage2,ml,15,1.5457758691636405,6306.065504304239,0.9897912045428623
ARM,2048,28,stage2,ml,14,1.545444483425275,7830.190175515797,1.1545088468980176
ARM,2048,4,stage0,video,11,44.43289797956293,9951.45157500614,4.7418788723789564
ARM,2048,5,stage0,video,12,44.269605239232384,12409.840704356631,5.9055653389136005
ARM,2048,6,stage0,video,10,44.038060140609744,14819.107355825901,7.049612667308808
ARM,2048,7,stage0,video,9,44.252466943528916,17352.633614759972,8.26459072637346
ARM,2048,8,stage0,video,12,44.15165855487188,19852.933300828936,9.423730001951853
ARM,2048,9,stage0,video,10,44.27701089382172,22360.001227934357,10.631795855824471
ARM,2048,10,stage0,video,9,44.39075369305081,24914.68971643183,11.843453085305955
ARM,2048,12,stage0,video,9,44.38331474198235,29864.47209733327,14.209762047793069
ARM,2048,16,stage0,video,11,44.262342561375014,39692.345027715506,18.894708792599765
ARM,2048,20,stage0,video,11,44.065899328751996,49357.96083498001,23.513563881822062
ARM,2048,24,stage0,video,10,44.102517223358156,59300.0455014038,28.239723828460694
ARM,2048,28,stage0,video,11,44.37757487730546,69620.11092654141,33.15182353634227
x86,2048,4,stage1,video,8,4.934714272618294,2830.3206658175586,0.6580934953963757
x86,2048,5,stage1,video,8,3.9886596858501435,3090.462432846129,0.6649095696312189
x86,2048,6,stage1,video,8,3.2973251789808273,3276.8366241785884,0.6595969288033248
x86,2048,7,stage1,video,8,2.79450210077422,3435.0956695300342,0.6521809002786876
x86,2048,8,stage1,video,8,2.415702197700739,3682.070353161097,0.6443160901707411
x86,2048,9,stage1,video,8,2.140727698802948,3901.810355169475,0.6423467533028127
x86,2048,10,stage1,video,8,1.9298256903886795,4143.230012426972,0.6434038851755858
x86,2048,12,stage1,video,9,1.587578104601966,4538.416107722653,0.6351582480891547
x86,2048,16,stage1,video,8,1.1683729253709316,5281.902691504359,0.6232568533098698
x86,2048,20,stage1,video,8,0.9554621383547783,6068.554048165679,0.6371021538549662
x86,2048,24,stage1,video,8,0.8132965664068857,6917.6282060584435,0.6507673805761338
x86,2048,28,stage1,video,8,0.7412279769778252,8072.678386200071,0.6919511410683394
x86,2048,4,stage3,ml,13,1.1569258249722993,1457.209762676679,0.15428762801830587
x86,2048,5,stage3,ml,14,1.1932037557874406,1860.6939292413847,0.19890706608976635
x86,2048,6,stage3,ml,13,1.2271681382105901,2247.106611308318,0.24548271436764646
x86,2048,7,stage3,ml,14,1.248735785484314,2697.33846378088,0.2914299576163292
x86,2048,8,stage3,ml,15,1.2683885415395102,2904.5603415934243,0.3383045917994182
x86,2048,9,stage3,ml,14,1.2939564500536238,3307.813067405564,0.3882645724030904
x86,2048,10,stage3,ml,14,1.3676947525569372,3728.5498257262366,0.45598943050248286
x86,2048,12,stage3,ml,15,1.4155924320220947,4497.423918209076,0.5663502202033998
x86,2048,16,stage3,ml,15,1.5276694933573405,6398.837052520752,0.8149200145365397
x86,2048,20,stage3,ml,15,1.5861357212066651,8242.988599011103,1.0576352989006044
x86,2048,24,stage3,ml,13,1.7878477756793683,10568.140855953508,1.4305642761876034
x86,2048,28,stage3,ml,14,1.8294706514903478,12401.900869126319,1.7078474425792696
x86,512,4,stage1,ml,10,136.68310740590096,17305.753463007448,4.557014800912738
x86,512,5,stage1,ml,10,135.42053098678588,21464.109417619467,5.643650628874303
x86,512,6,stage1,ml,10,135.595048669974,25529.1724769907,6.7811083839854005
x86,512,7,stage1,ml,10,135.77184662818908,30032.836356461048,7.9216083915216915
x86,512,8,stage1,ml,10,136.5057336717844,34625.83119159626,9.102202321234586
x86,512,9,stage1,ml,10,135.23644688129426,38710.08608614492,10.144762062800291
x86,512,10,stage1,ml,10,141.96506855487823,44581.3284750402,11.832788464049102
x86,512,12,stage1,ml,10,140.30405039389927,53086.955690677874,14.033211120397807
x86,512,16,stage1,ml,9,136.56264005932542,69380.45240630335,18.21199367831164
x86,512,20,stage1,ml,9,138.55673517915938,87404.01200035731,23.09740775436587
x86,512,24,stage1,ml,10,138.26691400706767,104925.05674569344,27.658913477973815
x86,512,28,stage1,ml,10,137.65405089003698,123543.42590424824,32.12570239671683
ARM,2048,4,stage3,video,11,6.65518494085832,1862.8549125844781,0.7102413368883999
ARM,2048,5,stage3,video,12,10.085110108057657,3416.3122520645456,1.3453536884148913
ARM,2048,6,stage3,video,10,7.735098338127136,3254.666539006233,1.2382345419673917
ARM,2048,7,stage3,video,9,6.579316404130724,3259.083508033222,1.228753131635454
ARM,2048,8,stage3,video,12,10.733157674471537,5818.73924832344,2.2908851740392047
ARM,2048,9,stage3,video,10,7.777077412605285,4890.788172175884,1.8674318283147808
ARM,2048,10,stage3,video,9,9.481280432807075,6387.795681900448,2.5296056194729277
ARM,2048,12,stage3,video,9,6.6429482565985785,5610.687215391795,2.1268063138326005
ARM,2048,16,stage3,video,11,6.632139162583784,7456.12953862277,2.8311275657237656
ARM,2048,20,stage3,video,11,7.814025618813255,10773.398763808338,4.169564070198753
ARM,2048,24,stage3,video,10,6.549991846084595,11144.796890802383,4.194090778884887
ARM,2048,28,stage3,video,11,7.174718791788274,13923.580427776682,5.3598019262175125
ARM,2048,4,stage1,ml,19,23.27487460931299,5776.486331714564,2.4838946183058823
ARM,2048,5,stage1,ml,19,23.140271363168367,7176.175150347118,3.08691219984666
ARM,2048,6,stage1,ml,17,23.080600093258308,8593.763118073184,3.6947424629287893
ARM,2048,7,stage1,ml,22,23.011682046983047,10019.161202026982,4.297661739094553
ARM,2048,8,stage1,ml,10,22.944780929728633,11379.294775718181,4.89733404164128
ARM,2048,9,stage1,ml,13,23.291882966924238,12979.486653622265,5.592846938017848
ARM,2048,10,stage1,ml,15,23.187839309490045,14384.052845132363,6.1865155277719435
ARM,2048,12,stage1,ml,16,23.19836679100997,17275.497096297782,7.427189111809751
ARM,2048,16,stage1,ml,12,23.198637823859315,23027.297659669428,9.903034514249063
ARM,2048,20,stage1,ml,24,23.130533712342476,28719.633779008305,12.342452788905945
ARM,2048,24,stage1,ml,15,23.021232233837278,34254.24075302707,14.740955423970686
ARM,2048,28,stage1,ml,14,23.013541411224587,40243.88968629482,17.192035975841215
x86,512,4,stage2,video,7,0.8255990317889622,845.5954700405257,0.027525471719844
x86,512,5,stage2,video,7,0.6711009638650077,1003.7486302474567,0.0279681326690742
x86,512,6,stage2,video,8,0.5750685830911001,1167.709135824144,0.028759179840385916
x86,512,7,stage2,video,8,0.4856944169316973,1322.3480968132615,0.02833784075587988
x86,512,8,stage2,video,8,0.43926722183823586,1525.212725595832,0.029290338352173567
x86,512,9,stage2,video,8,0.39530450105667114,1697.5295639923215,0.029653767146766187
x86,512,10,stage2,video,7,0.35470730917794363,1838.6210780763627,0.0295648542199816
x86,512,12,stage2,video,7,0.29570028611591886,2160.432776811123,0.029575942617314208
x86,512,16,stage2,video,8,0.22787579894065857,2875.228824002743,0.03038951654672623
x86,512,20,stage2,video,8,0.1855767548084259,3511.2852560687065,0.0309356450265646
x86,512,24,stage2,video,8,0.16342437143127123,4270.813737793266,0.0326914112611115
x86,512,28,stage2,video,8,0.16111442553145544,4789.044922188222,0.03760088463053107
x86,2048,4,stage0,ml,13,1.87144424365117,1726.1164952241459,0.24957580433332002
x86,2048,5,stage0,ml,14,1.8726084572928292,2149.8508181887014,0.31216382983071467
x86,2048,6,stage0,ml,13,1.8632429929879994,2606.8780703698676,0.37272312831731946
x86,2048,7,stage0,ml,14,1.8697063071387154,2899.293199741841,0.43635205796003346
x86,2048,8,stage0,ml,15,1.9068850517272948,3415.155945344289,0.5086043809967041
x86,2048,9,stage0,ml,14,1.93107271194458,3875.902645229101,0.5794376779460908
x86,2048,10,stage0,ml,14,1.9698043721062797,4183.410343156542,0.6567327776602336
x86,2048,12,stage0,ml,15,1.984368880589803,5305.779210264206,0.7939063017463684
x86,2048,16,stage0,ml,15,2.0026532491048177,6879.359101219177,1.068295349202474
x86,2048,20,stage0,ml,15,2.0286333401997885,8821.227948039374,1.3526927112452192
x86,2048,24,stage0,ml,13,1.9763320225935717,10419.248599425096,1.5813818311984724
x86,2048,28,stage0,ml,14,1.919309343610491,12699.02154448986,1.7917136584472657
x86,2048,4,stage2,video,8,0.2713649272918701,848.7805037897825,0.0361892267036438
x86,2048,5,stage2,video,8,0.21215283274650573,1021.8992610353232,0.03536587721884251
x86,2048,6,stage2,video,8,0.18217887977759042,1197.184506353736,0.036443063110709197
x86,2048,7,stage2,video,8,0.15132598791803634,1362.5330467635392,0.03531645906031132
x86,2048,8,stage2,video,8,0.13708700612187386,1527.4709113061429,0.036563846272826196
x86,2048,9,stage2,video,8,0.11736600266562568,1743.4085218515993,0.03521684275984764
x86,2048,10,stage2,video,8,0.10451589822769165,1921.687793301046,0.0348456004691124
x86,2048,12,stage2,video,9,0.09877579962765728,2213.46172658258,0.03951822191503313
x86,2048,16,stage2,video,8,0.07286055386066437,2936.8386638930438,0.03886673385143281
x86,2048,20,stage2,video,8,0.052889035642147066,3622.5853646373753,0.03526640896618366
x86,2048,24,stage2,video,8,0.054785050451755524,4352.299654558301,0.04383680596947671
x86,2048,28,stage2,video,8,0.32424437573977877,4876.793161288798,0.30268860964059835
ARM,2048,4,stage,titanic,10,35.383913832902905,7710.498433890342,3.776171284247398
ARM,2048,5,stage,titanic,10,26.937582955360412,7514.089840366841,3.593473566245079
ARM,2048,6,stage,titanic,10,21.251877268155415,7282.524138940573,3.402000513086319
ARM,2048,7,stage,titanic,10,17.714179594176155,7243.656320102215,3.3083001810083386
ARM,2048,8,stage,titanic,10,14.990829822421073,7232.762228933572,3.1996427172975537
ARM,2048,9,stage,titanic,10,12.971110521422492,7222.052174077033,3.1146230584039687
ARM,2048,10,stage,titanic,10,11.508627123832703,7230.329214488267,3.070501716638565
ARM,2048,12,stage,titanic,10,9.207507177193959,7294.490052905083,2.9478754978504176
ARM,2048,16,stage,titanic,10,6.586391167342663,7672.475927221775,2.811598661515236
ARM,2048,20,stage,titanic,10,5.100331877470016,8092.794834200144,2.7215370898180007
ARM,2048,24,stage,titanic,10,4.124948923786481,8366.052063037157,2.641287294878959
ARM,2048,28,stage,titanic,10,3.5022487257208144,9150.660327293874,2.616319888062477
x86,512,4,stage3,video,11,5.180185491388494e-06,1274.0948140120504,1.727073842828924e-07
x86,512,5,stage3,video,11,5.353580821644176e-06,1960.0818236976863,2.2311048074202104e-07
x86,512,6,stage3,video,11,6.263906305486506e-06,2183.2743168318275,3.1325795433738014e-07
x86,512,7,stage3,video,11,5.5053017356178975e-06,2615.724362401962,3.212068297646262e-07
x86,512,8,stage3,video,11,5.9604644775390625e-06,2848.382278871536,3.974437713623047e-07
x86,512,9,stage3,video,11,6.133859807794744e-06,3160.2138176608087,4.601314934817227e-07
x86,512,10,stage3,video,11,5.310231989080256e-06,3757.3420696258545,4.426078362898394e-07
x86,512,12,stage3,video,11,5.288557572798296e-06,4520.028215868473,5.289615284312856e-07
x86,512,16,stage3,video,11,5.223534323952415e-06,5621.273426361085,6.966105374422942e-07
x86,512,20,stage3,video,11,5.74372031471946e-06,6753.070172333718,9.57478176463734e-07
x86,512,24,stage3,video,11,5.613673817027699e-06,8715.993398551942,1.122959310358221e-06
x86,512,28,stage3,video,11,5.808743563565341e-06,9684.423380806444,1.3556445728648792e-06
ARM,512,4,stage2,ml,16,5.513757682869424,628.012556089177,0.14710705497895624
ARM,512,5,stage2,ml,16,6.270236742584785,853.1464188572029,0.2091123953652026
ARM,512,6,stage2,ml,16,6.390496033759743,1059.4383026953687,0.2557476512710649
ARM,512,7,stage2,ml,16,6.431628262754131,1255.755277464224,0.30029272358799036
ARM,512,8,stage2,ml,16,6.60864242377126,1505.0793090838895,0.3526371597324345
ARM,512,9,stage2,ml,18,6.594087874803374,1707.5802051958278,0.3958430951244465
ARM,512,10,stage2,ml,16,6.894681254769134,1998.3334895860069,0.4598752396931012
ARM,512,12,stage2,ml,18,6.737236699655515,2482.1709259458676,0.5392484254404274
ARM,512,16,stage2,ml,16,5.638187673632513,3031.000490140241,0.6017073885300617
ARM,512,20,stage2,ml,20,5.883860090147685,4120.349342001225,0.7849069360257012
ARM,512,24,stage2,ml,16,5.604737455261248,4985.89655717313,0.8972063718382206
ARM,512,28,stage2,ml,16,5.618873208437336,6099.098715015247,1.0493807604077567
x86,2048,4,stage2,video,12,7.84297784169515e-06,1767.726971134891,1.0459395249684653e-06
x86,2048,5,stage2,video,12,3.78727912902832e-05,2368.6373280696575,6.31339430809021e-06
x86,2048,6,stage2,video,12,8.162524965074328e-06,2747.4794750139117,1.6328314940134688e-06
x86,2048,7,stage2,video,12,9.525389898390996e-06,3507.479783404072,2.2230354944864908e-06
x86,2048,8,stage2,video,12,1.043081283569336e-05,4413.58868716374,2.782106399536133e-06
x86,2048,9,stage2,video,12,9.812690593578197e-06,4700.794047086536,2.9443959395090735e-06
x86,2048,10,stage2,video,12,9.73343849182129e-06,5308.396263363064,3.245128393173218e-06
x86,2048,12,stage2,video,12,1.255174477895101e-05,6005.0205487267185,5.021702051162721e-06
x86,2048,16,stage2,video,12,1.1103848616282145e-05,9092.321055664223,5.923237005869548e-06
x86,2048,20,stage2,video,12,9.723504384358724e-06,10967.111429994702,6.483632723490398e-06
x86,2048,24,stage2,video,12,8.939868874020047e-06,12103.647805754941,7.153325478235882e-06
x86,2048,28,stage2,video,12,9.504812104361398e-06,15004.205277170042,8.872932195663452e-06
x86,1024,4,stage,pi,10,34.65891771316528,15954.853537642479,2.311056633113861
x86,1024,5,stage,pi,10,27.717474641799928,16616.72336362022,2.3102515113940245
x86,1024,6,stage,pi,10,23.249668574333192,18087.175387046456,2.325431850804806
x86,1024,7,stage,pi,10,19.868167757987976,18175.36264705604,2.318416495679617
x86,1024,8,stage,pi,10,17.538765636086463,19337.62411596298,2.3389697852284907
x86,1024,9,stage,pi,10,15.572355259789362,19599.03849414742,2.336320459626198
x86,1024,10,stage,pi,10,14.063536410331727,20548.07660380709,2.344391519602299
x86,1024,12,stage,pi,10,11.720418274402618,21736.1117682274,2.3445524716115
x86,1024,16,stage,pi,10,8.879236018657684,25373.595657494603,2.3682698308963777
x86,1024,20,stage,pi,10,7.118336967229843,27016.72039875633,2.3732535448744296
x86,1024,24,stage,pi,10,5.964898811777433,31552.955486169034,2.3864367166159157
x86,1024,28,stage,pi,10,5.110230190413339,34038.26644433862,2.38525104367733
ARM,512,4,stage1,video,8,17.397376634180546,1035.6467747047543,0.46416200859993695
ARM,512,5,stage1,video,7,14.199025515147618,1127.853580215999,0.473537500930173
ARM,512,6,stage1,video,7,10.345276815550667,1093.9454478093555,0.4140179781583377
ARM,512,7,stage1,video,8,8.890285449368614,1165.5514598801733,0.4150874276310206
ARM,512,8,stage1,video,8,7.803072363138199,1246.0175010994076,0.41637194129705424
ARM,512,9,stage1,video,8,6.896463404099147,1300.2794989436863,0.4139946981480717
ARM,512,10,stage1,video,8,6.208788302540779,1385.4334869280458,0.41412617977946997
ARM,512,12,stage1,video,8,5.264410605033238,1530.393102514744,0.4213634248268604
ARM,512,16,stage1,video,8,4.896793542429805,2142.9365936011077,0.5225858068481087
ARM,512,20,stage1,video,7,3.6876757059778487,2315.8828965834205,0.491935939177445
ARM,512,24,stage1,video,7,2.7402344828560237,2444.929764720372,0.43865673601559224
ARM,512,28,stage1,video,8,2.7107571299586977,2905.7091998741034,0.5062610015910863
x86,2048,4,stage,pi,10,34.66307668685913,15913.088257731319,4.622667906959534
x86,2048,5,stage,pi,10,27.781924033164977,16743.674514398994,4.6312467363286025
x86,2048,6,stage,pi,10,23.207554614543916,17825.95838035816,4.642439225093366
x86,2048,7,stage,pi,10,19.77189483983176,18013.47465108925,4.614364817719936
x86,2048,8,stage,pi,10,17.600869646668436,19432.01676992482,4.694503952159405
x86,2048,9,stage,pi,10,15.51596966849433,19389.906666312214,4.655721858728408
x86,2048,10,stage,pi,10,14.141999270915985,20991.949196053447,4.71494255692339
x86,2048,12,stage,pi,10,11.697204877932867,21564.14035499453,4.679817727563381
x86,2048,16,stage,pi,10,8.796257553994655,24131.85976930505,4.692275629602909
x86,2048,20,stage,pi,10,7.0971481120586395,26470.929400631365,4.732378361120701
x86,2048,24,stage,pi,10,6.007769153515498,32222.30834180164,4.807176565876961
x86,2048,28,stage,pi,10,5.12210499218532,34389.8063302567,4.78158745230484
x86,1024,4,stage2,ml,10,3.196087193489075,1749.5401741924288,0.21311509406185153
x86,1024,5,stage2,ml,10,3.161398296356201,2211.560127894879,0.26350254800128936
x86,1024,6,stage2,ml,10,3.186437920729319,2747.4372581009866,0.31870752083134657
x86,1024,7,stage2,ml,10,3.122504908697946,3224.09250031662,0.3643650977959633
x86,1024,8,stage2,ml,10,3.1509671926498415,3795.1119013278485,0.4202129848117829
x86,1024,9,stage2,ml,10,3.074681451585558,4317.95270706892,0.4612944581813813
x86,1024,10,stage2,ml,10,3.1356251788139344,4873.648977272511,0.5227087173082829
x86,1024,12,stage2,ml,10,3.046588438749313,5957.939684672117,0.6094395512874126
x86,1024,16,stage2,ml,10,2.9912141501903533,8461.276031841993,0.7978166381387711
x86,1024,20,stage2,ml,10,2.943069477081299,11261.65612701893,0.981219363658905
x86,1024,24,stage2,ml,10,3.000536620616913,14335.122117622137,1.2004546911764147
x86,1024,28,stage2,ml,10,2.9879913815430235,17406.76052036953,1.3946748572490217
x86,1024,4,stage0,video,10,74.09639563560486,16137.574201833726,4.940747660982132
x86,1024,5,stage0,video,9,74.68931868341234,21228.612340222466,6.225354712262419
x86,1024,6,stage0,video,9,73.72684285375807,26036.347765811282,7.374158822232884
x86,1024,7,stage0,video,9,74.84274045626323,30398.93065571017,8.733399383841357
x86,1024,8,stage0,video,10,73.07779877185821,34811.37840041161,9.745655244215012
x86,1024,9,stage0,video,11,73.94957845861262,38672.29536191225,11.094655256145654
x86,1024,10,stage0,video,12,73.44107528527577,42007.63494843443,12.242627250055472
x86,1024,12,stage0,video,11,72.06570725007491,52425.060735912324,14.416024078304986
x86,1024,16,stage0,video,12,73.29513563712437,68294.14958518346,19.549278577133816
x86,1024,20,stage0,video,13,72.96466972277715,86226.79030463513,24.326420885573903
x86,1024,24,stage0,video,12,73.79234093427658,99375.73075198174,29.522839760985377
x86,1024,28,stage0,video,14,73.51733492101941,118767.83454281808,34.314951247735024
